what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.jdt.ui,3.6.0.v20100308-1800,"org.eclipse.jdt.ui.PackageExplorer",1271075279116
opened,view,org.eclipse.ui.ide,3.6.0.I20100310-1300,"org.eclipse.ui.views.ProblemView",1271075279181
opened,view,org.eclipse.ui.views,3.5.0.I20090914-0830,"org.eclipse.ui.views.ContentOutline",1271075279205
started,bundle,org.eclipse.search,3.6.0.v20100308-1800,"org.eclipse.search",1271075279265
opened,view,org.eclipse.mylyn.tasks.ui,3.4.0.I20100316-2000-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1271075279350
activated,perspective,org.eclipse.jdt.ui,3.6.0.v20100308-1800,"org.eclipse.jdt.ui.JavaPerspective",1271075279384
activated,view,org.eclipse.jdt.ui,3.6.0.v20100308-1800,"org.eclipse.jdt.ui.PackageExplorer",1271075279393
executed,command,org.eclipse.ui,3.6.0.I20100311-1200,"org.eclipse.ui.window.resetPerspective",1271075279520
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100308-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271075298772
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100308-1800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271075298906
started,bundle,org.eclipse.core.variables,3.2.300.v20090911,"org.eclipse.core.variables",1271075299450
started,bundle,org.eclipse.debug.ui,3.6.0.v20100305,"org.eclipse.debug.ui",1271075323466
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100301,"org.eclipse.jdt.debug",1271075323679
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100301,"org.eclipse.jdt.debug.ui",1271075323754
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100310-1300b,"",1271075323781
